parcel_id,khasra_no,khata_no,village,village_hi,tehsil,tehsil_hi,district,district_hi,owner_name,owner_name_hi,father_name,father_name_hi,area_hectares,area_acres,area_bigha,area_sqm,land_type,soil_type,irrigation_source,market_value_per_ha,circle_rate,last_mutation_date,mutation_status,encumbrance_status,litigation_status,tribal_sensitive,forest_distance_km,highway_distance_km,data_source,wkt_geometry,centroid_lat,centroid_lng,min_lat,min_lng,max_lat,max_lng,is_pilot
CG-BAL-0107,130/1,KH-106,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143857 21.664740, 82.140000 21.663832, 82.140000 21.668493, 82.143386 21.668313, 82.144520 21.667256, 82.143857 21.664740))",21.666338,82.141969,21.663832,82.14,21.668493,82.14452,0
CG-BAL-0108,135/2,KH-107,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.144741 21.672347, 82.143386 21.668313, 82.140000 21.668493, 82.140000 21.671518, 82.144310 21.672863, 82.144741 21.672347))",21.670439,82.142215,21.668313,82.14,21.672863,82.144741,0
CG-BAL-0109,140/3,KH-108,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143968 21.675245, 82.144310 21.672863, 82.140000 21.671518, 82.140000 21.675458, 82.143537 21.675695, 82.143968 21.675245))",21.673827,82.141943,21.671518,82.14,21.675695,82.14431,0
CG-BAL-0110,145/1,KH-109,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.140000 21.675458, 82.140000 21.680000, 82.143494 21.680000, 82.143537 21.675695, 82.140000 21.675458))",21.677783,82.141742,21.675458,82.14,21.68,82.143537,0
CG-BAL-0111,150/2,KH-110,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.147477 21.642791, 82.147678 21.640000, 82.143905 21.640000, 82.143496 21.644198, 82.147477 21.642791))",21.641777,82.14551,21.64,82.143496,21.644198,82.147678,0
CG-BAL-0112,155/3,KH-111,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143496 21.644198, 82.143435 21.644265, 82.144646 21.647682, 82.146785 21.647931, 82.148618 21.644137, 82.147477 21.642791, 82.143496 21.644198))",21.645319,82.146045,21.642791,82.143435,21.647931,82.148618,0
CG-BAL-0113,160/1,KH-112,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143890 21.648470, 82.143326 21.651569, 82.144335 21.652759, 82.147753 21.651133, 82.147809 21.648826, 82.146785 21.647931, 82.144646 21.647682, 82.143890 21.648470))",21.650067,82.14554,21.647682,82.143326,21.652759,82.147809,0
CG-BAL-0114,165/2,KH-113,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.147753 21.651133, 82.144335 21.652759, 82.144747 21.655636, 82.144801 21.655702, 82.146498 21.656107, 82.148857 21.652509, 82.147753 21.651133))",21.653587,82.146415,21.651133,82.144335,21.656107,82.148857,0
CG-BAL-0115,170/3,KH-114,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.144801 21.655702, 82.142699 21.659944, 82.144205 21.660928, 82.147495 21.660099, 82.147506 21.660085, 82.146828 21.656380, 82.146498 21.656107, 82.144801 21.655702))",21.658538,82.145284,21.655702,82.142699,21.660928,82.147506,0
CG-BAL-0116,175/1,KH-115,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Chaitanya Yadav,चैतन्य यादव,Late Rajesh Yadav,स्व. राजेश यादव,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.147785 21.663698, 82.147495 21.660099, 82.144205 21.660928, 82.144825 21.663415, 82.147785 21.663698))",21.661987,82.146163,21.660099,82.144205,21.663698,82.147785,0
CG-BAL-0117,180/2,KH-116,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143857 21.664740, 82.144520 21.667256, 82.147444 21.667476, 82.148269 21.664166, 82.147785 21.663698, 82.144825 21.663415, 82.143857 21.664740))",21.665394,82.146054,21.663415,82.143857,21.667476,82.148269,0
CG-BAL-0118,185/3,KH-117,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.147069 21.671762, 82.148140 21.670569, 82.147877 21.667993, 82.147444 21.667476, 82.144520 21.667256, 82.143386 21.668313, 82.144741 21.672347, 82.147069 21.671762))",21.669579,82.145864,21.667256,82.143386,21.672347,82.14814,0
CG-BAL-0119,190/1,KH-118,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143968 21.675245, 82.147848 21.676441, 82.148832 21.675226, 82.147069 21.671762, 82.144741 21.672347, 82.144310 21.672863, 82.143968 21.675245))",21.674166,82.146322,21.671762,82.143968,21.676441,82.148832,0
CG-BAL-0120,195/2,KH-119,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.143537 21.675695, 82.143494 21.680000, 82.148263 21.680000, 82.147848 21.676441, 82.143968 21.675245, 82.143537 21.675695))",21.677928,82.145676,21.675245,82.143494,21.68,82.148263,0
CG-BAL-0121,200/3,KH-120,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.148618 21.644137, 82.151915 21.644616, 82.152247 21.644288, 82.152036 21.640000, 82.147678 21.640000, 82.147477 21.642791, 82.148618 21.644137))",21.64214,82.149973,21.64,82.147477,21.644616,82.152247,0
CG-BAL-0122,205/1,KH-121,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.146785 21.647931, 82.147809 21.648826, 82.151777 21.648315, 82.151825 21.648269, 82.151915 21.644616, 82.148618 21.644137, 82.146785 21.647931))",21.646597,82.149623,21.644137,82.146785,21.648826,82.151915,0
CG-BAL-0123,210/2,KH-122,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.151777 21.648315, 82.147809 21.648826, 82.147753 21.651133, 82.148857 21.652509, 82.151501 21.652977, 82.151532 21.652939, 82.151777 21.648315))",21.650539,82.149879,21.648315,82.147753,21.652977,82.151777,0
CG-BAL-0124,215/3,KH-123,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.151501 21.652977, 82.148857 21.652509, 82.146498 21.656107, 82.146828 21.656380, 82.151518 21.656511, 82.151749 21.656256, 82.151501 21.652977))",21.65478,82.149513,21.652509,82.146498,21.656511,82.151749,0
CG-BAL-0125,220/1,KH-124,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.147506 21.660085, 82.151255 21.660059, 82.151518 21.656511, 82.146828 21.656380, 82.147506 21.660085))",21.658192,82.149259,21.65638,82.146828,21.660085,82.151518,0
CG-BAL-0126,225/2,KH-125,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Chaitanya Yadav,चैतन्य यादव,Late Rajesh Yadav,स्व. राजेश यादव,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.147495 21.660099, 82.147785 21.663698, 82.148269 21.664166, 82.152088 21.663388, 82.152146 21.663331, 82.151894 21.661010, 82.151255 21.660059, 82.147506 21.660085, 82.147495 21.660099))",21.661968,82.149719,21.660059,82.147495,21.664166,82.152146,0
CG-BAL-0127,230/3,KH-126,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.152088 21.663388, 82.148269 21.664166, 82.147444 21.667476, 82.147877 21.667993, 82.151653 21.667348, 82.152088 21.663388))",21.665769,82.149855,21.663388,82.147444,21.667993,82.152088,0
CG-BAL-0128,235/1,KH-127,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.152668 21.668528, 82.151653 21.667348, 82.147877 21.667993, 82.148140 21.670569, 82.151688 21.671622, 82.152668 21.668528))",21.669339,82.150286,21.667348,82.147877,21.671622,82.152668,0
CG-BAL-0129,240/2,KH-128,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.152041 21.672251, 82.151688 21.671622, 82.148140 21.670569, 82.147069 21.671762, 82.148832 21.675226, 82.151207 21.674735, 82.152041 21.672251))",21.672829,82.149596,21.670569,82.147069,21.675226,82.152041,0
CG-BAL-0130,245/3,KH-129,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.151207 21.674735, 82.148832 21.675226, 82.147848 21.676441, 82.148263 21.680000, 82.151460 21.680000, 82.152188 21.676111, 82.151207 21.674735))",21.677484,82.15,21.674735,82.147848,21.68,82.152188,0
CG-BAL-0131,250/1,KH-130,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.156169 21.644193, 82.156517 21.643804, 82.156116 21.640000, 82.152036 21.640000, 82.152247 21.644288, 82.156169 21.644193))",21.64213,82.154223,21.64,82.152036,21.644288,82.156517,0
CG-BAL-0132,255/2,KH-131,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Suresh Sahu,सुरेश साहू,Late Rameshwar Sahu,स्व. रामेश्वर साहू,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.151915 21.644616, 82.151825 21.648269, 82.155893 21.649208, 82.156854 21.647505, 82.156169 21.644193, 82.152247 21.644288, 82.151915 21.644616))",21.646543,82.154276,21.644193,82.151825,21.649208,82.156854,0
CG-BAL-0133,260/3,KH-132,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Anita Patel,अनीता पटेल,Gopal Patel,गोपाल पटेल,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.151532 21.652939, 82.155941 21.652134, 82.156575 21.651266, 82.155893 21.649208, 82.151825 21.648269, 82.151777 21.648315, 82.151532 21.652939))",21.650663,82.153761,21.648269,82.151532,21.652939,82.156575,0
CG-BAL-0134,265/1,KH-133,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Devendra Kashyap,देवेंद्र कश्यप,Late Ramesh Kashyap,स्व. रमेश कश्यप,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.155089 21.656527, 82.155994 21.655582, 82.155941 21.652134, 82.151532 21.652939, 82.151501 21.652977, 82.151749 21.656256, 82.155089 21.656527))",21.654411,82.153855,21.652134,82.151501,21.656527,82.155994,0
CG-BAL-0135,270/2,KH-134,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Bhupendra Kanwar,भूपेंद्र कंवर,Late Ramesh Kanwar,स्व. रमेश कंवर,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.151894 21.661010, 82.155957 21.659166, 82.155089 21.656527, 82.151749 21.656256, 82.151518 21.656511, 82.151255 21.660059, 82.151894 21.661010))",21.658406,82.153304,21.656256,82.151255,21.66101,82.155957,0
CG-BAL-0136,275/3,KH-135,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Chaitanya Yadav,चैतन्य यादव,Late Rajesh Yadav,स्व. राजेश यादव,4.5,11.12,17.78,45000.0,RAIN_FED,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,1,2.5,1.2,synthetic_voronoi,"POLYGON((82.155567 21.664112, 82.157390 21.660187, 82.155957 21.659166, 82.151894 21.661010, 82.152146 21.663331, 82.155567 21.664112))",21.66168,82.154585,21.659166,82.151894,21.664112,82.15739,0
CG-BAL-0137,280/1,KH-136,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Budhram Mandavi,बुधराम मंडावी,Sukhlal Mandavi,सुखलाल मंडावी,4.5,11.12,17.78,45000.0,BANJAR,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.152668 21.668528, 82.155794 21.668142, 82.155906 21.664544, 82.155567 21.664112, 82.152146 21.663331, 82.152088 21.663388, 82.151653 21.667348, 82.152668 21.668528))",21.666031,82.153791,21.663331,82.151653,21.668528,82.155906,0
CG-BAL-0138,285/2,KH-137,Baloda Bazar-Bhatapara_Village_B,ग्राम ब,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Kamla Agrawal,कमला अग्रवाल,Murarilal Agrawal,मुरारीलाल अग्रवाल,4.5,11.12,17.78,45000.0,FOREST,Dorsa (Medium Clay-Loam),Rainfed,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,Pending Boundary Case,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.156809 21.671539, 82.156267 21.668641, 82.155794 21.668142, 82.152668 21.668528, 82.151688 21.671622, 82.152041 21.672251, 82.155803 21.672569, 82.156809 21.671539))",21.670466,82.154347,21.668142,82.151688,21.672569,82.156809,0
CG-BAL-0139,290/3,KH-138,Baloda Bazar-Bhatapara_Semra,सेमरा,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Lokesh Netam,लोकेश नेताम,Mangal Netam,मंगल नेताम,4.5,11.12,17.78,45000.0,RESIDENTIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,Disposed Appeal,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.156043 21.676133, 82.155803 21.672569, 82.152041 21.672251, 82.151207 21.674735, 82.152188 21.676111, 82.156043 21.676133))",21.674284,82.153748,21.672251,82.151207,21.676133,82.156043,0
CG-BAL-0140,295/1,KH-139,Baloda Bazar-Bhatapara_Bhanpuri,भानपुरी,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Rajesh Verma,राजेश वर्मा,Late Bhupendra Verma,स्व. भूपेंद्र वर्मा,4.5,11.12,17.78,45000.0,COMMERCIAL,Dorsa (Medium Clay-Loam),Rainfed,18.0,13.5,2023-01-15,Mutated,Nil / Unencumbered,No dispute,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.156043 21.676133, 82.152188 21.676111, 82.151460 21.680000, 82.156273 21.680000, 82.156194 21.676319, 82.156043 21.676133))",21.678122,82.154019,21.676111,82.15146,21.68,82.156273,0
CG-BAL-0141,300/2,KH-140,Baloda Bazar-Bhatapara_Village_A,ग्राम अ,Baloda Bazar-Bhatapara Khas,बलौदाबाजार-भाटापारा खास,Baloda Bazar-Bhatapara,बलौदाबाजार-भाटापारा,Phoolchand Chandrakar,फूलचंद चंद्राकर,Late Ghanshyam Chandrakar,स्व. घनश्याम चंद्राकर,4.5,11.12,17.78,45000.0,IRRIGATED,Matasi (Yellow Clay Soil),Mahanadi Canal Network,12.5,9.5,2023-01-15,Mutated,Nil / Unencumbered,SDM Court Stay Order,0,2.5,1.2,synthetic_voronoi,"POLYGON((82.158992 21.643533, 82.160830 21.640000, 82.156116 21.640000, 82.156517 21.643804, 82.158992 21.643533))",21.641639,82.158123,21.64,82.156116,21.643804,82.16083,0
